geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA4495	4616	1.82003846880974e-05	4.06989997259188e-11	8.08311637069377e-11
.	gene-PA2450	2504	17.5973560746344	4.07096578669552e-11	8.08311637069377e-11
.	gene-PA2170	2216	1745.92656636332	4.07548439440575e-11	8.0889297992011e-11
.	gene-PA5252a	5414	8.31817841797129e-06	4.07966993520859e-11	8.09051792422453e-11
.	gene-PA3786	3882	466.277153422568	4.07995859319499e-11	8.09051792422453e-11
.	gene-PA1292	1321	0.000210659059082331	4.08105771398937e-11	8.09051792422453e-11
.	gene-PA2146	2192	4.1120555478734e-05	4.08473255220088e-11	8.09301145771594e-11
alkA	gene-PA1686	1723	0.00128055330889683	4.08549860608787e-11	8.09301145771594e-11
fdnG	gene-PA4812	4966	8.7279959886605e-05	4.08897360415494e-11	8.0967409568255e-11
.	gene-PA2578	2631	0.00312305982641548	4.09386968769354e-11	8.0986637101741e-11
.	gene-PA1573	1608	0.0010681919345785	4.09687839209028e-11	8.0986637101741e-11
rluA	gene-PA3246	3323	11.3820169400381	4.0979886151149e-11	8.0986637101741e-11
phaF	gene-PA5060	5217	3.70032197855098e-06	4.10151912433321e-11	8.0986637101741e-11
vqsM	gene-PA2227	2275	0.000218123499932344	4.10174116893813e-11	8.0986637101741e-11
ampDh2	gene-PA5485	5653	8067.35448249901	4.10208533807577e-11	8.0986637101741e-11
.	gene-PA5246	5407	275.959156282447	4.10282918750227e-11	8.0986637101741e-11
rpoH	gene-PA0376	381	93387.1956341433	4.10436129527625e-11	8.0986637101741e-11
.	gene-PA2224	2272	0.00262894555505524	4.10584899412925e-11	8.0986637101741e-11
.	gene-PA2455	2507	758.242163793026	4.10587119858974e-11	8.0986637101741e-11
.	gene-PA0536	543	98.3057929388088	4.10960154795248e-11	8.1028785852417e-11
.	gene-PA4136	4235	92588.0842510492	4.1131098527103e-11	8.10552400092431e-11
.	gene-PA1291	1320	257.789517387078	4.11413125789295e-11	8.10552400092431e-11
.	rna-PA2581.1	2635	119.467703269125	4.11681799761254e-11	8.10711621721813e-11
.	gene-PA5507	5675	4889971.10053031	4.1181280607816e-11	8.10711621721813e-11
.	gene-PA3022	3090	0.000206182216859977	4.13075129657159e-11	8.11641713745738e-11
.	gene-PA5229	5390	2089.18280105509	4.13239442664803e-11	8.11641713745738e-11
radA	gene-PA4609	4735	297.519127851485	4.13358236528438e-11	8.11641713745738e-11
.	gene-PA0862	879	2.44344038628334e-05	4.13447054370408e-11	8.11641713745738e-11
recD	gene-PA4283	4396	0.0176073331259095	4.13535872212378e-11	8.11641713745738e-11
.	gene-PA2801	2862	202.299328531558	4.13600265147807e-11	8.11641713745738e-11
.	gene-PA0726	739	0.00286716589645459	4.13638012730644e-11	8.11641713745738e-11
.	gene-PA0596	604	414.787565190856	4.13759027040328e-11	8.11641713745738e-11
.	gene-PA4871	5025	0.00565631439206882	4.13926670717046e-11	8.11641713745738e-11
glmU	gene-PA5552	5719	254.285485211394	4.13998835213647e-11	8.11641713745738e-11
.	gene-PA2437	2491	0.00334901025561022	4.14041023688583e-11	8.11641713745738e-11
.	gene-PA2677	2732	0.0042508159025031	4.14381862157143e-11	8.11996828157638e-11
ilvI	gene-PA4696	4840	0.00100580930847124	4.14723810848727e-11	8.12267381915963e-11
dauA	gene-PA3863	3959	0.02251900087502	4.14895895417544e-11	8.12267381915963e-11
.	gene-PA1189	1217	0.00148259207339612	4.14999146158834e-11	8.12267381915963e-11
.	gene-PA4469	4590	2.07373175946911e-07	4.16323642227212e-11	8.1397028705344e-11
flgK	gene-PA1086	1112	0.000582741463986128	4.1637360226332e-11	8.1397028705344e-11
bioA	gene-PA0420	425	61.1697169478396	4.16883194631623e-11	8.1397028705344e-11
.	gene-PA0830	845	7.22312378447857e-05	4.16884304854648e-11	8.1397028705344e-11
.	gene-PA4325	4442	4274.98843876921	4.17430534582763e-11	8.1397028705344e-11
sth	gene-PA2991	3059	1529.4741534962	4.17452739043256e-11	8.1397028705344e-11
.	gene-PA0838	854	0.000175398118718643	4.17551548892447e-11	8.1397028705344e-11
.	gene-PA2918	2983	2.54046701722252e-05	4.17981205202977e-11	8.1397028705344e-11
.	gene-PA5149	5305	0.019106394887882	4.18434176197024e-11	8.1397028705344e-11
.	gene-PA0095	99	0.00252560292246899	4.18778345334658e-11	8.1397028705344e-11
.	gene-PA0832	847	42.401290604511	4.19044798860568e-11	8.1397028705344e-11
.	gene-PA0270	274	0.00104494189221493	4.19115853134144e-11	8.1397028705344e-11
.	gene-PA5083	5240	0.00103969199769931	4.19152490493957e-11	8.1397028705344e-11
.	gene-PA1930	1977	9.07549861132025e-07	4.19192458522843e-11	8.1397028705344e-11
.	gene-PA5306	5468	2.71829783464012e-05	4.1921799365241e-11	8.1397028705344e-11
.	gene-PA1917	1964	88.7077335754098	4.19222434544508e-11	8.1397028705344e-11
amiE	gene-PA3366	3448	0.000173805350616293	4.19240198112902e-11	8.1397028705344e-11
.	gene-PA0769	783	1668.41127207265	4.19249079897099e-11	8.1397028705344e-11
.	gene-PA0808	823	0.000584279079030426	4.19315693278577e-11	8.1397028705344e-11
.	gene-PA1837	1882	713.180690058431	4.19384527106104e-11	8.1397028705344e-11
.	gene-PA1652	1689	158.66717746305	4.19402290674498e-11	8.1397028705344e-11
.	gene-PA3681	3776	344.460809003665	4.19474455171098e-11	8.1397028705344e-11
.	gene-PA3623	3718	1.11683607385937e-05	4.19592138811709e-11	8.1397028705344e-11
.	gene-PA2072	2117	1.64144119148285e-05	4.19710932675343e-11	8.1397028705344e-11
.	gene-PA1943	1988	0.000389373094443908	4.2007508582742e-11	8.14117442661653e-11
.	gene-PA1897	1944	0.0910607388252773	4.20212753482474e-11	8.14117442661653e-11
.	gene-PA4535	4657	0.000143576297807799	4.20363743813823e-11	8.14117442661653e-11
.	gene-PA0939	962	266.491166716337	4.20703472059358e-11	8.14117442661653e-11
thiD	gene-PA3975	4075	63.7105420118443	4.20776746778984e-11	8.14117442661653e-11
.	gene-PA1592	1628	1.26708687149034e-05	4.21043200304894e-11	8.14117442661653e-11
.	gene-PA3196	3274	0.00110013791381704	4.21056522981189e-11	8.14117442661653e-11
pyrR	gene-PA0403	408	68.8878516208238	4.21067625211435e-11	8.14117442661653e-11
.	rna-PA4277.3	4384	1269.68176606018	4.21256363125622e-11	8.14172788481105e-11
.	gene-PA1399	1429	360.508665958307	4.21522816651532e-11	8.14246903855563e-11
.	gene-PA1164	1192	468.634205025724	4.21614965162576e-11	8.14246903855563e-11
.	rna-PA2583.1	2638	17.5234727486005	4.22042401027056e-11	8.14565756761917e-11
argE	gene-PA5206	5366	1065943.64079853	4.22106793962485e-11	8.14565756761917e-11
.	gene-PA1991	2036	5.65321267566076e-05	4.22748502870718e-11	8.14565756761917e-11
.	gene-PA0131	135	6.40976007511799e-09	4.22777368669358e-11	8.14565756761917e-11
.	gene-PA1253	1282	0.00189926965964915	4.22903934094165e-11	8.14565756761917e-11
.	gene-PA1837a	1884	1.21054322170815e-07	4.22969437252618e-11	8.14565756761917e-11
.	gene-PA5527	5695	0.000175095704438063	4.2297942925984e-11	8.14565756761917e-11
.	gene-PA4112	4211	0.000300361181579688	4.23061585763662e-11	8.14565756761917e-11
.	gene-PA4000	4099	657.390781037486	4.23521218095857e-11	8.15011332591393e-11
.	gene-PA4993	5150	0.00975326420174296	4.23823198758555e-11	8.15011332591393e-11
.	gene-PA5404	5572	114.629625256051	4.23997503773421e-11	8.15011332591393e-11
.	gene-PA5186	5346	0.00206652649577622	4.2404524336348e-11	8.15011332591393e-11
xylS	gene-PA2519	2570	0.000765864495065414	4.24160706558041e-11	8.15011332591393e-11
.	gene-PA4782	4935	689.895859574453	4.24382751162966e-11	8.15011332591393e-11
.	gene-PA3198	3276	0.001075430923663	4.2441494763068e-11	8.15011332591393e-11
.	gene-PA1371	1401	0.00047423374470549	4.25204316201189e-11	8.15936488185663e-11
.	gene-PA1769	1806	0.00038191728788596	4.25217638877484e-11	8.15936488185663e-11
.	gene-PA0731	745	2696.95754078826	4.25390833669326e-11	8.15960916336673e-11
.	gene-PA2632	2688	0.000310457145580379	4.25781632173994e-11	8.16402563953529e-11
.	gene-PA0038	39	1.22516893211964e-07	4.2626568941273e-11	8.17022627464656e-11
.	gene-PA1535	1568	191.025403891629	4.26660928809497e-11	8.17472050865219e-11
hisH2	gene-PA3152	3231	0.0244594811640648	4.27315960394026e-11	8.18068845747573e-11
dsbB	gene-PA0538	545	174.902324037346	4.27335944408469e-11	8.18068845747573e-11
.	gene-PA0657	663	16709.1079721924	4.27514690315434e-11	8.18068845747573e-11
rmlB	gene-PA5161	5319	95.2751595420827	4.27686774884251e-11	8.18068845747573e-11
spuI	gene-PA0296	300	0.000108015691350297	4.27928803503619e-11	8.18068845747573e-11
.	gene-PA2187	2233	0.000152115604965935	4.27937685287816e-11	8.18068845747573e-11
.	gene-PA2118a	2164	3852.48787551685	4.28550528397409e-11	8.18559152116398e-11
aph	gene-PA4119	4218	0.131624704738678	4.28583835088148e-11	8.18559152116398e-11
.	gene-PA3353	3435	0.00263887982785273	4.28677093822216e-11	8.18559152116398e-11
.	gene-PA3326	3408	3.34913021852625e-07	4.29010160729604e-11	8.18887637879142e-11
pilW	gene-PA4552	4677	1.39676169345501e-05	4.29556390457719e-11	8.1928738259321e-11
.	gene-PA3693	3788	199.636036448478	4.29591917594507e-11	8.1928738259321e-11
rpoS	gene-PA3622	3717	3.54692070588262e-07	4.2970293989697e-11	8.1928738259321e-11
.	gene-PA4653	4787	3148.5057723205	4.30524504935192e-11	8.20546142277157e-11
.	gene-PA4395	4513	924.602066844742	4.30853130950481e-11	8.20760033076646e-11
.	gene-PA0868	885	0.0145406893498278	4.31061852879111e-11	8.20760033076646e-11
.	gene-PA5408	5576	2.44161297367437e-05	4.31251701016322e-11	8.20760033076646e-11
cdhC	gene-PA5387	5555	0.102842154964671	4.31382707333228e-11	8.20760033076646e-11
.	gene-PA4487	4608	72.6694743689823	4.31443769599582e-11	8.20760033076646e-11
.	gene-PA3288	3367	251.819132655879	4.32176516795835e-11	8.21344533990275e-11
tadD	gene-PA4299	4412	0.000609180961563535	4.32356372925824e-11	8.21344533990275e-11
.	gene-PA4578	4703	2.90207127871885e-05	4.32448521436868e-11	8.21344533990275e-11
.	gene-PA4461	4582	30.6322896631681	4.32542890393961e-11	8.21344533990275e-11
.	gene-PA0159	163	278.373358267156	4.32731628308147e-11	8.21344533990275e-11
.	gene-PA0175	178	3.3724623637584e-05	4.3290260265394e-11	8.21344533990275e-11
.	gene-PA0384	389	0.00379817097623947	4.32966995589368e-11	8.21344533990275e-11
.	gene-PA3203	3281	459.78202371435	4.33343361194716e-11	8.21344533990275e-11
.	gene-PA2573	2626	1.50414249669828e-06	4.3334669186379e-11	8.21344533990275e-11
.	gene-PA3966	4065	0.00291445126903985	4.33504343533286e-11	8.21344533990275e-11
oruR	gene-PA0831	846	1063.98810673034	4.33548752454271e-11	8.21344533990275e-11
pqsE	gene-PA1000	1023	1.89103108530998e-05	4.34046132369303e-11	8.21344533990275e-11
.	gene-PA1088	1114	0.00242622993467397	4.34230429391391e-11	8.21344533990275e-11
.	rna-PA0922.1	945	0.000528154514226298	4.34529079385015e-11	8.21344533990275e-11
.	gene-PA3791	3887	156436.821230271	4.34610125665813e-11	8.21344533990275e-11
katA	gene-PA4236	4337	0.000292902263592832	4.34640101687478e-11	8.21344533990275e-11
.	gene-PA4805	4959	0.00299451787667221	4.34667857263094e-11	8.21344533990275e-11
.	gene-PA3175	3253	0.00209766150436615	4.34674518601241e-11	8.21344533990275e-11
.	rna-PA4524.1	4647	1902586.13057958	4.34819957817467e-11	8.21344533990275e-11
.	gene-PA3018	3086	19.2585520613636	4.35480540517119e-11	8.21794090879856e-11
.	gene-PA1577	1612	647.495719873494	4.35882441252033e-11	8.21794090879856e-11
mvaT	gene-PA4315	4432	2.67091420868459e-06	4.35960156863757e-11	8.21794090879856e-11
adk	gene-PA3686	3781	152.978039205358	4.36425340311075e-11	8.21794090879856e-11
.	gene-PA2336	2386	0.011630411203132	4.36468639009036e-11	8.21794090879856e-11
.	gene-PA4843	4997	0.00636450828870952	4.36815028592719e-11	8.21794090879856e-11
.	gene-PA2878	2943	0.000215581281345145	4.36873870413024e-11	8.21794090879856e-11
.	gene-PA3619	3713	0.00229274326999005	4.36886082866295e-11	8.21794090879856e-11
.	gene-PA0957	981	260.207219002832	4.37030411859496e-11	8.21794090879856e-11
.	gene-PA0267	271	43.1671312977754	4.3703374252857e-11	8.21794090879856e-11
glk	gene-PA3193	3271	4.28190590922275e-05	4.37043734535791e-11	8.21794090879856e-11
.	gene-PA3256	3333	605.397283960828	4.37219149773682e-11	8.21794090879856e-11
pscF	gene-PA1719	1756	10189433.1923224	4.37299085831455e-11	8.21794090879856e-11
.	gene-PA5061	5218	9.04835546719625e-06	4.3763881407699e-11	8.21794090879856e-11
lis	gene-PA3996	4095	300.631574693041	4.37747615933404e-11	8.21794090879856e-11
.	gene-PA0738	753	5.47292183717018e-06	4.37778702178093e-11	8.21794090879856e-11
.	gene-PA2474	2525	0.000128064711780799	4.37805347530684e-11	8.21794090879856e-11
.	rna-PA4690.5	4834	0.000584866979816871	4.38057368157274e-11	8.21795895811492e-11
.	gene-PA4223	4324	128332.254967855	4.38129532653875e-11	8.21795895811492e-11
mutM	gene-PA0357	362	99.6526924000939	4.38427072424474e-11	8.22050760795889e-11
.	gene-PA0658	664	260.935122823754	4.38751257547665e-11	8.22355379517094e-11
.	gene-PA1945	1990	908.377720570262	4.39401848240095e-11	8.23271333198557e-11
prc	gene-PA3257	3334	0.000140797689322627	4.40281144875598e-11	8.23681306647133e-11
.	gene-PA3400	3484	0.0252277010042065	4.40399938739233e-11	8.23681306647133e-11
.	gene-PA3598	3691	0.00570717080083144	4.40547598401508e-11	8.23681306647133e-11
.	gene-PA4990	5147	142.142055162985	4.40589786876444e-11	8.23681306647133e-11
.	gene-PA3088	3159	0.00559060672336573	4.40637526466503e-11	8.23681306647133e-11
nosF	gene-PA3394	3478	464.514451901763	4.41013892071851e-11	8.23681306647133e-11
.	gene-PA2454	2506	50.5509205054436	4.41040537424442e-11	8.23681306647133e-11
.	gene-PA1381	1411	0.000695316516214418	4.41131575712461e-11	8.23681306647133e-11
.	gene-PA1036	1061	9742.16690399839	4.41309211396401e-11	8.23681306647133e-11
.	gene-PA0132	136	44.9318785338043	4.41316982957574e-11	8.23681306647133e-11
.	gene-PA1031	1056	313.910524914126	4.4140247013047e-11	8.23681306647133e-11
.	gene-PA3240	3317	0.000156042072410497	4.42070824391294e-11	8.23994770658688e-11
.	gene-PA2151	2197	0.000619034619611561	4.42226255614742e-11	8.23994770658688e-11
.	gene-PA4645	4779	25.3349599575111	4.42309522341588e-11	8.23994770658688e-11
dgcB	gene-PA5399	5567	0.000900015673043127	4.42315073456712e-11	8.23994770658688e-11
.	gene-PA4437	4557	0.00316028287897331	4.42541558953735e-11	8.23994770658688e-11
.	gene-PA4879	5032	0.000592627280836697	4.42625935903607e-11	8.23994770658688e-11
.	gene-PA1232	1261	69.0525299379176	4.42704761738355e-11	8.23994770658688e-11
.	gene-PA2485	2536	1.76914252358724e-05	4.43415304474115e-11	8.24183005681227e-11
.	gene-PA3830	3927	108.609544784179	4.43649561532311e-11	8.24183005681227e-11
.	gene-PA2939	3004	9.42418395440374e-09	4.43676206884902e-11	8.24183005681227e-11
.	gene-PA0801	816	5.91518791445284	4.43869385691187e-11	8.24183005681227e-11
.	gene-PA5221	5381	98.1175261292301	4.43911574166123e-11	8.24183005681227e-11
.	gene-PA5424	5592	3.08471752200993e-05	4.43911574166123e-11	8.24183005681227e-11
glnA	gene-PA5119	5275	0.000255227813744754	4.44018155576487e-11	8.24183005681227e-11
.	gene-PA2782	2844	2766195.22710963	4.44160264123639e-11	8.24183005681227e-11
.	gene-PA2716	2771	0.000996845986250595	4.44264625087953e-11	8.24183005681227e-11
.	gene-PA2571	2624	9.35812496227409e-06	4.4474868232669e-11	8.2457336702553e-11
flgC	gene-PA1078	1104	0.000986157275584816	4.45148362615555e-11	8.2457336702553e-11
femA	gene-PA1910	1957	64.897914745468	4.45182779529318e-11	8.2457336702553e-11
.	gene-PA3971	4071	3.59392443328278e-05	4.4535597432116e-11	8.2457336702553e-11
.	gene-PA0718	731	125.086833254033	4.45512515767632e-11	8.2457336702553e-11
.	gene-PA2864	2929	0.000404072286300115	4.45700143458794e-11	8.2457336702553e-11
crc	gene-PA5332	5495	746.16801010944	4.45733450149532e-11	8.2457336702553e-11
.	gene-PA4651	4785	101.767339460546	4.45772307955394e-11	8.2457336702553e-11
katN	gene-PA2185	2232	0.00451808288075606	4.4646730756881e-11	8.25453500536175e-11
topA	gene-PA3011	3079	107.316282690035	4.46572778756149e-11	8.25453500536175e-11
ampR	gene-PA4109	4208	52.0527364514266	4.46920278562857e-11	8.25795645527662e-11
.	gene-PA4658	4792	5.10401608756015e-05	4.47176740081545e-11	8.25969387328245e-11
.	gene-PA2487	2538	5.37635894463427e-05	4.47548664794795e-11	8.26293951591592e-11
.	gene-PA3008	3076	396.66498890235	4.47677450665651e-11	8.26293951591592e-11
gbcA	gene-PA5410	5578	6.68328272634524e-05	4.48803216812621e-11	8.27728676028385e-11
.	gene-PA0918	940	6.83658644063261e-05	4.48820980381015e-11	8.27728676028385e-11
.	gene-PA3836	3933	0.000116717941169085	4.48943104913724e-11	8.27728676028385e-11
.	gene-PA0309	314	153.601307748265	4.49126291712787e-11	8.27766289727989e-11
.	gene-PA3797	3893	753.399193391862	4.49797976642685e-11	8.28618889651075e-11
.	gene-PA0370	375	0.0296382274776574	4.50064430168595e-11	8.28618889651075e-11
glyA2	gene-PA2444	2498	366.560269748207	4.50077752844891e-11	8.28618889651075e-11
.	gene-PA4584	4710	246.444836198141	4.50277592989323e-11	8.2868677537123e-11
.	gene-PA2943	3009	7.25761636777149e-05	4.50987025502059e-11	8.29361994543404e-11
algW	gene-PA4446	4566	186.278600769053	4.51221282560255e-11	8.29361994543404e-11
.	gene-PA5414	5582	59.2909269272853	4.51287895941732e-11	8.29361994543404e-11
.	gene-PA4294	4407	3.14929746099373e-06	4.51298998171978e-11	8.29361994543404e-11
ftsY	gene-PA0373	378	108.517797145179	4.51459980510549e-11	8.29361994543404e-11
.	gene-PA0377	382	16.2386988063972	4.51669812662203e-11	8.2944781415215e-11
ptsN	gene-PA4464	4585	8.40258655780738e-05	4.52203829937048e-11	8.30026736624204e-11
.	gene-PA4126	4225	0.000710496331834261	4.52311521570437e-11	8.30026736624204e-11
infC	gene-PA2743	2796	1744.21334901316	4.52667903161341e-11	8.30307586119122e-11
.	gene-PA1332	1362	4402.40945788234	4.52791137917075e-11	8.30307586119122e-11
thrC	gene-PA3735	3831	98.85272489432	4.53165283076373e-11	8.30649063046265e-11
pvdP	gene-PA2392	2441	2009074.41430829	4.53304060954451e-11	8.30649063046265e-11
.	gene-PA2069	2114	706.315910150821	4.54658533044494e-11	8.32830922381575e-11
.	gene-PA1040	1065	0.00270574767337855	4.55182558312117e-11	8.33490568605371e-11
.	gene-PA4963	5118	217.506492821164	4.55969706436576e-11	8.34021309404337e-11
.	gene-PA2381	2430	1078307.22736646	4.559752575517e-11	8.34021309404337e-11
flgD	gene-PA1079	1105	0.00162195258846447	4.5603298914898e-11	8.34021309404337e-11
ftsZ	gene-PA4407	4526	0.000251420791930006	4.56128468329098e-11	8.34021309404337e-11
.	gene-PA1672	1709	0.00036970062865249	4.5650816460352e-11	8.34336510895246e-11
dapE	gene-PA1162	1190	0.0116988121140655	4.57006654741576e-11	8.34336510895246e-11
.	gene-PA1631	1667	0.00241721138616719	4.57229809569526e-11	8.34336510895246e-11
.	gene-PA4706	4852	389.633203536639	4.57257565145142e-11	8.34336510895246e-11
.	gene-PA4134	4233	1.41691176708735e-08	4.57283100274708e-11	8.34336510895246e-11
.	gene-PA2111	2156	14.7095673083431	4.57285320720757e-11	8.34336510895246e-11
.	gene-PA3729	3824	0.00270537580777079	4.58262316982427e-11	8.35742160309956e-11
pqqC	gene-PA1987	2032	2.2629609516519e-05	4.58384441515136e-11	8.35742160309956e-11
.	gene-PA4465	4586	0.00264533995537	4.59212667891506e-11	8.36952120511939e-11
tadB	gene-PA4301	4414	0.00356962300564969	4.59869919922085e-11	8.37670942639188e-11
mexE	gene-PA2493	2544	287.99936873835	4.59936533303562e-11	8.37670942639188e-11
.	gene-PA0530	537	74.0726168325247	4.6088910465869e-11	8.38914084942653e-11
mdcA	gene-PA0208	212	2.18009663263421e-05	4.6094905670202e-11	8.38914084942653e-11
ldhA	gene-PA0927	950	0.0075970509540209	4.61509719329456e-11	8.3963396164232e-11
xseA	gene-PA3777	3873	28.0841753560261	4.61987115230045e-11	8.40188108574962e-11
.	gene-PA1226	1255	579.261444607952	4.62144766899542e-11	8.40188108574962e-11
.	gene-PA1113	1142	167.520605460563	4.6235792972027e-11	8.40275222525937e-11
glpK	gene-PA3582	3675	77539.2173151473	4.62829774505735e-11	8.4083222699595e-11
ruvC	gene-PA0965	989	0.0267716220698168	4.63100668923744e-11	8.41023893384728e-11
eraR	gene-PA1980	2025	0.00509309459149696	4.63422633600885e-11	8.41102606757126e-11
.	gene-PA2676	2731	29.2555716058619	4.63625804414391e-11	8.41102606757126e-11
.	gene-PA3799	3895	60.4212398944206	4.63640237313712e-11	8.41102606757126e-11
.	gene-PA2037	2083	0.0035773998835767	4.6403103581838e-11	8.41329491869557e-11
.	gene-PA2754a	2812	0.00232304688489623	4.64175364811581e-11	8.41329491869557e-11
.	gene-PA0418	423	17.5047304158926	4.64397409416506e-11	8.41329491869557e-11
.	gene-PA3956	4055	1886.20410040535	4.64478455697304e-11	8.41329491869557e-11
.	gene-PA0730	744	12.9409280951149	4.64722704762721e-11	8.41329491869557e-11
.	gene-PA1129	1157	0.000539340012474531	4.64914773345981e-11	8.41329491869557e-11
.	gene-PA3178	3256	107.649953281935	4.65137928173931e-11	8.41329491869557e-11
.	gene-PA1136	1164	0.00422797449004628	4.65354421663733e-11	8.41329491869557e-11
.	gene-PA2206	2254	0.00477341525048617	4.65699701024391e-11	8.41329491869557e-11
.	gene-PA1417	1447	0.0063702932668076	4.65754101952598e-11	8.41329491869557e-11
.	gene-PA4786	4939	0.000407475335860494	4.65805172211731e-11	8.41329491869557e-11
.	gene-PA5314	5476	1.47980211118839e-06	4.65829597118272e-11	8.41329491869557e-11
fpvB	gene-PA4168	4268	142.517637581076	4.65916194514193e-11	8.41329491869557e-11
.	gene-PA0032a	33	0.000169051905219396	4.66748861782662e-11	8.42395174198458e-11
.	gene-PA2345	2395	0.00662161364664557	4.66837679624632e-11	8.42395174198458e-11
.	gene-PA0227	231	0.0310395214594111	4.69236871580847e-11	8.46424083713589e-11
ponA	gene-PA5045	5202	466.567905678762	4.69762007071495e-11	8.47070853176791e-11
.	gene-PA5329	5492	0.00152022344109165	4.70691263743106e-11	8.48098043634531e-11
.	rna-PA3139.1	3219	20.347169171357	4.70803396268593e-11	8.48098043634531e-11
.	gene-PA4949	5104	2961.76480089303	4.70992134182779e-11	8.48098043634531e-11
.	gene-PA2786	2848	3.67084953319964e-05	4.70998795520927e-11	8.48098043634531e-11
phhC	gene-PA0870	887	0.000919721501251402	4.71439554061703e-11	8.48384808972233e-11
.	gene-PA0600	608	79.6557428208829	4.71491734543861e-11	8.48384808972233e-11
.	gene-PA4380	4498	32.7592779469684	4.71886973940627e-11	8.48770982776224e-11
.	gene-PA2538	2589	0.134618756254863	4.72040184718026e-11	8.48770982776224e-11
flgH	gene-PA1083	1109	0.00399871387102985	4.72304417797886e-11	8.48945904737452e-11
.	gene-PA0305	309	0.0167684546390495	4.72910599569332e-11	8.48970523641638e-11
.	gene-PA4500	4621	5.11357232146298e-05	4.72937244921923e-11	8.48970523641638e-11
.	gene-PA4582	4708	21246.1471305268	4.73114880605863e-11	8.48970523641638e-11
.	gene-PA1914	1961	0.00135813421162036	4.73148187296601e-11	8.48970523641638e-11
.	gene-PA5522	5690	4.40813853282858e-05	4.73268091383261e-11	8.48970523641638e-11
.	gene-PA5518	5686	190.969917082032	4.73439065729053e-11	8.48970523641638e-11
.	rna-PA3094.1	3166	116.739293394312	4.73486805319112e-11	8.48970523641638e-11
.	gene-PA0776	790	0.000111872991250661	4.73994177241366e-11	8.49126080739505e-11
.	gene-PA4313	4429	0.000357966278701049	4.74003059025563e-11	8.49126080739505e-11
.	gene-PA1607	1643	2173.81446370538	4.74420502882822e-11	8.49126080739505e-11
.	gene-PA1641	1677	4706.96012323648	4.74601469235836e-11	8.49126080739505e-11
pilB	gene-PA4526	4649	4336.73844118194	4.74632555480525e-11	8.49126080739505e-11
.	MSTRG.3789.1	4642	27983.6727334457	4.74739136890889e-11	8.49126080739505e-11
.	rna-PA1796.1	1835	438.563326254212	4.74742467559963e-11	8.49126080739505e-11
pbpC	gene-PA2272	2319	441.516434861076	4.75324224424867e-11	8.49454923127164e-11
.	gene-PA2618	2674	5.84983637124403e-05	4.75339767547212e-11	8.49454923127164e-11
.	gene-PA4705	4851	192.940863433931	4.75427475166157e-11	8.49454923127164e-11
.	gene-PA0481	487	6.31240145004919	4.75870454152982e-11	8.4986233564781e-11
.	gene-PA5309	5471	109.283662826277	4.76034767160627e-11	8.4986233564781e-11
mexF	gene-PA2494	2545	178.430849869046	4.76156891693336e-11	8.4986233564781e-11
rnhA	gene-PA1815	1860	409.295518706302	4.76505501723068e-11	8.49939410328967e-11
.	gene-PA1467	1498	26.5688957596274	4.76534367521708e-11	8.49939410328967e-11
pvcC	gene-PA2256	2303	92.830632214688	4.77702322143614e-11	8.5145531130259e-11
.	gene-PA2093	2138	0.000733417154688642	4.77835548906569e-11	8.5145531130259e-11
.	gene-PA3660	3755	0.00449865263156485	4.77886619165702e-11	8.5145531130259e-11
.	gene-PA2321	2371	0.000112280686425108	4.78159734029759e-11	8.51527182099687e-11
.	gene-PA4684	4822	0.0126743735876419	4.78261874548025e-11	8.51527182099687e-11
.	gene-PA0118	122	0.0023931523325763	4.78814765614288e-11	8.51925640444972e-11
.	gene-PA0656	662	1.09143118287325e-05	4.79234429917597e-11	8.51925640444972e-11
.	gene-PA1624	1660	302.824146996266	4.79245532147843e-11	8.51925640444972e-11
.	gene-PA4017	4116	9.90218030620986e-05	4.79253303709015e-11	8.51925640444972e-11
.	gene-PA1759	1796	9.39963195022308e-05	4.79367656680552e-11	8.51925640444972e-11
.	gene-PA4319	4436	0.139290656023357	4.79490891436285e-11	8.51925640444972e-11
.	gene-PA3205	3283	0.000118849237454752	4.79930539754037e-11	8.52408939800655e-11
lysA	gene-PA5277	5439	226.221179757632	4.80286921344941e-11	8.52744062513626e-11
argF	gene-PA3537	3629	30.9425156625481	4.80948614267618e-11	8.53186576478915e-11
.	gene-PA4773	4926	370.030777920128	4.80960826720889e-11	8.53186576478915e-11
.	rna-PA4669.1	4804	369.198367659467	4.81161777088346e-11	8.53186576478915e-11
.	gene-PA3933	4032	31.9742366328285	4.81207296232355e-11	8.53186576478915e-11
aguR	gene-PA0294	298	21.8372907391382	4.818900833925e-11	8.54099363559032e-11
ftsJ	gene-PA4752	4904	0.0012595924678389	4.82471840257404e-11	8.54832511396828e-11
.	gene-PA0121	125	4.08320394134791e-05	4.83018069985519e-11	8.5545965304569e-11
.	gene-PA2902	2967	1395.33304065687	4.83610929080669e-11	8.5545965304569e-11
.	gene-PA1335	1365	0.0046893813284516	4.83639794879309e-11	8.5545965304569e-11
.	gene-PA0565	572	0.000545764528187261	4.83725282052205e-11	8.5545965304569e-11
grpE	gene-PA4762	4915	0.00156081849061827	4.8375525807387e-11	8.5545965304569e-11
.	gene-PA3451	3544	2.24830740680566e-06	4.83835194131643e-11	8.5545965304569e-11
